time_days,Nuclei:I133 top 4
1.1574074074074073e-05,8.253046818399311e-89
1.1576109151910821e-05,8.25304681832775e-89
1.157814458757678e-05,8.253046818256177e-89
1.158018038113487e-05,8.25304681818459e-89
1.1582216532648015e-05,8.253046818112991e-89
1.1584253042179158e-05,8.253046818041378e-89
1.1586289909791249e-05,8.253046817969753e-89
1.1588327135547246e-05,8.253046817898117e-89
1.1590364719510128e-05,8.253046817826467e-89
1.1592402661742875e-05,8.253046817754804e-89
1.1594440962308483e-05,8.253046817683129e-89
1.1596479621269957e-05,8.253046817611441e-89
1.1598518638690315e-05,8.253046817539742e-89
1.1600558014632583e-05,8.253046817468029e-89
1.1602597749159803e-05,8.253046817396303e-89
1.1604637842335022e-05,8.253046817324565e-89
1.1606678294221306e-05,8.253046817252815e-89
1.1608719104881723e-05,8.253046817181053e-89
1.1610760274379357e-05,8.253046817109276e-89
1.1612801802777306e-05,8.253046817037489e-89
1.1614843690138673e-05,8.253046816965687e-89
1.1616885936526574e-05,8.253046816893873e-89
1.1618928542004138e-05,8.253046816822047e-89
1.1620971506634507e-05,8.253046816750209e-89
1.1623014830480826e-05,8.253046816678358e-89
1.162505851360626e-05,8.253046816606492e-89
1.1627102556073979e-05,8.253046816534616e-89
1.1629146957947168e-05,8.253046816462726e-89
1.163119171928902e-05,8.253046816390825e-89
1.1633236840162742e-05,8.25304681631891e-89
1.1635282320631548e-05,8.253046816246982e-89
1.163732816075867e-05,8.253046816175043e-89
1.1639374360607345e-05,8.25304681610309e-89
1.1641420920240822e-05,8.253046816031123e-89
1.1643467839722364e-05,8.253046815959146e-89
1.1645515119115243e-05,8.253046815887155e-89
1.1647562758482743e-05,8.253046815815152e-89
1.1649610757888157e-05,8.253046815743137e-89
1.1651659117394789e-05,8.253046815671107e-89
1.1653707837065959e-05,8.253046815599066e-89
1.1655756916964996e-05,8.253046815527013e-89
1.1657806357155237e-05,8.253046815454945e-89
1.1659856157700035e-05,8.253046815382865e-89
1.1661906318662747e-05,8.253046815310773e-89
1.1663956840106745e-05,8.253046815238669e-89
1.1666007722095419e-05,8.253046815166552e-89
1.1668058964692159e-05,8.253046815094421e-89
1.1670110567960373e-05,8.25304681502228e-89
1.1672162531963473e-05,8.253046814950125e-89
1.1674214856764896e-05,8.253046814877957e-89
1.1676267542428077e-05,8.253046814805775e-89
1.1678320589016465e-05,8.253046814733582e-89
1.1680373996593523e-05,8.253046814661375e-89
1.1682427765222725e-05,8.253046814589156e-89
1.1684481894967554e-05,8.253046814516925e-89
1.1686536385891505e-05,8.253046814444681e-89
1.1688591238058084e-05,8.253046814372424e-89
1.1690646451530811e-05,8.253046814300154e-89
1.1692702026373212e-05,8.253046814227872e-89
1.169475796264883e-05,8.253046814155577e-89
1.1696814260421214e-05,8.25304681408327e-89
1.1698870919753925e-05,8.253046814010948e-89
1.170092794071054e-05,8.253046813938615e-89
1.1702985323354636e-05,8.25304681386627e-89
1.1705043067749818e-05,8.25304681379391e-89
1.170710117395969e-05,8.253046813721539e-89
1.1709159642047868e-05,8.253046813649155e-89
1.1711218472077982e-05,8.25304681357676e-89
1.1713277664113672e-05,8.253046813504349e-89
1.1715337218218593e-05,8.253046813431927e-89
1.1717397134456403e-05,8.253046813359492e-89
1.1719457412890783e-05,8.253046813287045e-89
1.172151805358541e-05,8.253046813214584e-89
1.1723579056603986e-05,8.253046813142112e-89
1.1725640422010216e-05,8.253046813069625e-89
1.1727702149867825e-05,8.253046812997126e-89
1.1729764240240532e-05,8.253046812924615e-89
1.1731826693192089e-05,8.25304681285209e-89
1.173388950878624e-05,8.253046812779552e-89
1.1735952687086755e-05,8.253046812707004e-89
1.1738016228157407e-05,8.253046812634441e-89
1.174008013206198e-05,8.253046812561866e-89
1.1742144398864272e-05,8.253046812489278e-89
1.1744209028628096e-05,8.253046812416678e-89
1.1746274021417267e-05,8.253046812344063e-89
1.1748339377295616e-05,8.253046812271437e-89
1.1750405096326988e-05,8.253046812198799e-89
1.1752471178575235e-05,8.253046812126147e-89
1.1754537624104223e-05,8.253046812053482e-89
1.1756604432977824e-05,8.253046811980805e-89
1.1758671605259932e-05,8.253046811908115e-89
1.1760739141014437e-05,8.253046811835412e-89
1.1762807040305254e-05,8.253046811762696e-89
1.1764875303196305e-05,8.253046811689968e-89
1.1766943929751517e-05,8.253046811617226e-89
1.1769012920034836e-05,8.253046811544472e-89
1.1771082274110218e-05,8.253046811471705e-89
1.1773151992041629e-05,8.253046811398925e-89
1.1775222073893044e-05,8.253046811326133e-89
1.1777292519728452e-05,8.253046811253327e-89
1.177936332961185e-05,8.25304681118051e-89
1.1781434503607254e-05,8.253046811107678e-89
1.1783506041778683e-05,8.253046811034834e-89
1.178557794419017e-05,8.253046810961978e-89
1.1787650210905758e-05,8.25304681088911e-89
1.178972284198951e-05,8.253046810816227e-89
1.1791795837505486e-05,8.253046810743333e-89
1.1793869197517767e-05,8.253046810670425e-89
1.179594292209044e-05,8.253046810597504e-89
1.1798017011287611e-05,8.25304681052457e-89
1.180009146517339e-05,8.253046810451624e-89
1.1802166283811898e-05,8.253046810378665e-89
1.180424146726727e-05,8.253046810305694e-89
1.1806317015603657e-05,8.253046810232708e-89
1.1808392928885212e-05,8.25304681015971e-89
1.1810469207176105e-05,8.253046810086701e-89
1.1812545850540515e-05,8.253046810013678e-89
1.1814622859042633e-05,8.253046809940641e-89
1.1816700232746663e-05,8.253046809867593e-89
1.1818777971716817e-05,8.253046809794532e-89
1.182085607601732e-05,8.253046809721456e-89
1.182293454571241e-05,8.253046809648368e-89
1.1825013380866334e-05,8.253046809575269e-89
1.182709258154335e-05,8.253046809502156e-89
1.1829172147807727e-05,8.25304680942903e-89
1.183125207972375e-05,8.253046809355891e-89
1.183333237735571e-05,8.253046809282738e-89
1.1835413040767908e-05,8.253046809209575e-89
1.1837494070024666e-05,8.253046809136396e-89
1.1839575465190307e-05,8.253046809063207e-89
1.1841657226329168e-05,8.253046808990004e-89
1.18437393535056e-05,8.253046808916787e-89
1.1845821846783964e-05,8.253046808843558e-89
