time_days,Nuclei:Ir196 top 18
1.1574074074074073e-05,1.474229540110073e-85
1.1576109151910821e-05,1.4742295400972902e-85
1.157814458757678e-05,1.474229540084505e-85
1.158018038113487e-05,1.4742295400717176e-85
1.1582216532648015e-05,1.474229540058928e-85
1.1584253042179158e-05,1.474229540046136e-85
1.1586289909791249e-05,1.4742295400333418e-85
1.1588327135547246e-05,1.4742295400205455e-85
1.1590364719510128e-05,1.474229540007747e-85
1.1592402661742875e-05,1.4742295399949457e-85
1.1594440962308483e-05,1.4742295399821425e-85
1.1596479621269957e-05,1.474229539969337e-85
1.1598518638690315e-05,1.4742295399565293e-85
1.1600558014632583e-05,1.4742295399437196e-85
1.1602597749159803e-05,1.4742295399309073e-85
1.1604637842335022e-05,1.474229539918093e-85
1.1606678294221306e-05,1.474229539905276e-85
1.1608719104881723e-05,1.4742295398924575e-85
1.1610760274379357e-05,1.474229539879636e-85
1.1612801802777306e-05,1.4742295398668128e-85
1.1614843690138673e-05,1.4742295398539868e-85
1.1616885936526574e-05,1.474229539841159e-85
1.1618928542004138e-05,1.4742295398283287e-85
1.1620971506634507e-05,1.4742295398154964e-85
1.1623014830480826e-05,1.4742295398026615e-85
1.162505851360626e-05,1.4742295397898246e-85
1.1627102556073979e-05,1.4742295397769854e-85
1.1629146957947168e-05,1.4742295397641437e-85
1.163119171928902e-05,1.4742295397513e-85
1.1633236840162742e-05,1.474229539738454e-85
1.1635282320631548e-05,1.4742295397256056e-85
1.163732816075867e-05,1.4742295397127553e-85
1.1639374360607345e-05,1.4742295396999024e-85
1.1641420920240822e-05,1.4742295396870472e-85
1.1643467839722364e-05,1.47422953967419e-85
1.1645515119115243e-05,1.4742295396613305e-85
1.1647562758482743e-05,1.4742295396484685e-85
1.1649610757888157e-05,1.4742295396356045e-85
1.1651659117394789e-05,1.474229539622738e-85
1.1653707837065959e-05,1.4742295396098692e-85
1.1655756916964996e-05,1.4742295395969986e-85
1.1657806357155237e-05,1.4742295395841252e-85
1.1659856157700035e-05,1.47422953957125e-85
1.1661906318662747e-05,1.4742295395583722e-85
1.1663956840106745e-05,1.4742295395454922e-85
1.1666007722095419e-05,1.4742295395326102e-85
1.1668058964692159e-05,1.4742295395197255e-85
1.1670110567960373e-05,1.474229539506839e-85
1.1672162531963473e-05,1.47422953949395e-85
1.1674214856764896e-05,1.4742295394810586e-85
