time_days,Pa234 top 7
1.1773151992041629e-05,1.819482428392702e-88
1.1775222073893044e-05,1.8194824283766542e-88
1.1777292519728452e-05,1.8194824283606032e-88
1.177936332961185e-05,1.8194824283445498e-88
1.1781434503607254e-05,1.819482428328493e-88
1.1783506041778683e-05,1.8194824283124337e-88
1.178557794419017e-05,1.8194824282963716e-88
1.1787650210905758e-05,1.819482428280307e-88
1.178972284198951e-05,1.8194824282642393e-88
1.1791795837505486e-05,1.8194824282481688e-88
1.1793869197517767e-05,1.8194824282320953e-88
1.179594292209044e-05,1.8194824282160192e-88
1.1798017011287611e-05,1.8194824281999398e-88
1.180009146517339e-05,1.8194824281838582e-88
1.1802166283811898e-05,1.8194824281677735e-88
1.180424146726727e-05,1.819482428151686e-88
1.1806317015603657e-05,1.8194824281355957e-88
1.1808392928885212e-05,1.8194824281195024e-88
1.1810469207176105e-05,1.8194824281034065e-88
1.1812545850540515e-05,1.8194824280873076e-88
1.1814622859042633e-05,1.8194824280712058e-88
1.1816700232746663e-05,1.8194824280551013e-88
1.1818777971716817e-05,1.8194824280389943e-88
1.182085607601732e-05,1.819482428022884e-88
1.182293454571241e-05,1.819482428006771e-88
1.1825013380866334e-05,1.819482427990655e-88
1.182709258154335e-05,1.8194824279745363e-88
1.1829172147807727e-05,1.8194824279584148e-88
1.183125207972375e-05,1.8194824279422908e-88
1.183333237735571e-05,1.8194824279261634e-88
1.1835413040767908e-05,1.8194824279100337e-88
1.1837494070024666e-05,1.8194824278939005e-88
1.1839575465190307e-05,1.8194824278777653e-88
1.1841657226329168e-05,1.8194824278616264e-88
1.18437393535056e-05,1.819482427845485e-88
1.1845821846783964e-05,1.819482427829341e-88
1.184790470622863e-05,1.819482427813194e-88
1.1849987931903983e-05,1.819482427797044e-88
1.1852071523874415e-05,1.8194824277808912e-88
1.1854155482204337e-05,1.8194824277647357e-88
1.185623980695816e-05,1.8194824277485776e-88
1.185832449820032e-05,1.819482427732416e-88
1.186040955599525e-05,1.8194824277162522e-88
1.1862494980407405e-05,1.8194824277000851e-88
1.1864580771501242e-05,1.8194824276839153e-88
1.1866666929341244e-05,1.8194824276677427e-88
1.1868753453991893e-05,1.8194824276515676e-88
1.1870840345517681e-05,1.8194824276353892e-88
1.187292760398312e-05,1.8194824276192082e-88
1.187501522945273e-05,1.8194824276030241e-88
1.1877103221991039e-05,1.8194824275868373e-88
1.1879191581662589e-05,1.8194824275706477e-88
1.1881280308531934e-05,1.819482427554455e-88
1.188336940266364e-05,1.8194824275382595e-88
1.1885458864122283e-05,1.8194824275220615e-88
1.1887548692972447e-05,1.8194824275058607e-88
1.1889638889278737e-05,1.8194824274896566e-88
1.1891729453105753e-05,1.8194824274734497e-88
1.1893820384518129e-05,1.8194824274572402e-88
1.1895911683580489e-05,1.8194824274410277e-88
1.1898003350357477e-05,1.8194824274248124e-88
1.1900095384913753e-05,1.8194824274085943e-88
1.190218778731398e-05,1.8194824273923732e-88
1.1904280557622842e-05,1.8194824273761495e-88
1.1906373695905023e-05,1.8194824273599225e-88
1.1908467202225226e-05,1.819482427343693e-88
1.1910561076648163e-05,1.8194824273274607e-88
1.1912655319238558e-05,1.8194824273112255e-88
1.1914749930061148e-05,1.8194824272949874e-88
1.1916844909180674e-05,1.819482427278746e-88
1.1918940256661901e-05,1.8194824272625026e-88
1.1921035972569594e-05,1.819482427246256e-88
1.1923132056968534e-05,1.8194824272300062e-88
1.1925228509923516e-05,1.819482427213754e-88
1.1927325331499338e-05,1.8194824271974989e-88
1.1929422521760818e-05,1.8194824271812403e-88
1.1931520080772786e-05,1.8194824271649795e-88
1.1933618008600073e-05,1.8194824271487157e-88
1.193571630530753e-05,1.819482427132449e-88
1.1937814970960021e-05,1.8194824271161796e-88
1.1939914005622416e-05,1.819482427099907e-88
1.1942013409359598e-05,1.8194824270836315e-88
1.1944113182236459e-05,1.8194824270673537e-88
1.1946213324317909e-05,1.8194824270510726e-88
1.1948313835668861e-05,1.8194824270347886e-88
1.1950414716354249e-05,1.8194824270185022e-88
1.1952515966439013e-05,1.8194824270022127e-88
1.1954617585988102e-05,1.8194824269859198e-88
1.1956719575066477e-05,1.8194824269696247e-88
1.195882193373912e-05,1.8194824269533262e-88
1.1960924662071011e-05,1.8194824269370255e-88
1.196302776012715e-05,1.8194824269207215e-88
1.1965131227972544e-05,1.8194824269044147e-88
1.1967235065672215e-05,1.819482426888105e-88
1.1969339273291195e-05,1.8194824268717924e-88
1.1971443850894526e-05,1.8194824268554772e-88
1.1973548798547261e-05,1.819482426839159e-88
1.197565411631447e-05,1.8194824268228379e-88
1.197775980426123e-05,1.8194824268065137e-88
1.1979865862452626e-05,1.8194824267901868e-88
1.1981972290953762e-05,1.819482426773857e-88
1.1984079089829748e-05,1.8194824267575243e-88
1.198618625914571e-05,1.819482426741189e-88
1.198829379896678e-05,1.8194824267248507e-88
1.1990401709358103e-05,1.8194824267085095e-88
1.199250999038484e-05,1.8194824266921653e-88
1.1994618642112156e-05,1.8194824266758186e-88
1.1996727664605237e-05,1.8194824266594685e-88
1.1998837057929273e-05,1.8194824266431157e-88
1.2000946822149464e-05,1.8194824266267603e-88
1.2003056957331031e-05,1.8194824266104018e-88
1.2005167463539195e-05,1.8194824265940403e-88
1.2007278340839195e-05,1.819482426577676e-88
1.2009389589296282e-05,1.819482426561309e-88
1.2011501208975716e-05,1.8194824265449393e-88
1.2013613199942771e-05,1.8194824265285663e-88
1.2015725562262726e-05,1.8194824265121906e-88
1.2017838296000882e-05,1.819482426495812e-88
1.2019951401222542e-05,1.8194824264794304e-88
1.2022064877993026e-05,1.819482426463046e-88
1.2024178726377662e-05,1.8194824264466588e-88
1.2026292946441793e-05,1.8194824264302686e-88
1.202840753825077e-05,1.8194824264138755e-88
1.2030522501869958e-05,1.8194824263974797e-88
1.2032637837364735e-05,1.8194824263810808e-88
1.2034753544800484e-05,1.819482426364679e-88
1.2036869624242604e-05,1.8194824263482749e-88
1.203898607575651e-05,1.8194824263318673e-88
1.204110289940762e-05,1.8194824263154567e-88
1.2043220095261365e-05,1.8194824262990438e-88
1.2045337663383193e-05,1.819482426282628e-88
1.204745560383856e-05,1.8194824262662086e-88
1.2049573916692932e-05,1.8194824262497865e-88
1.2051692602011791e-05,1.819482426233362e-88
1.2053811659860622e-05,1.8194824262169343e-88
1.2055931090304936e-05,1.8194824262005035e-88
1.205805089341024e-05,1.8194824261840703e-88
1.206017106924206e-05,1.819482426167634e-88
1.2062291617865934e-05,1.819482426151195e-88
1.2064412539347413e-05,1.8194824261347528e-88
1.2066533833752049e-05,1.8194824261183078e-88
1.2068655501145422e-05,1.8194824261018598e-88
1.2070777541593109e-05,1.8194824260854092e-88
1.2072899955160708e-05,1.8194824260689554e-88
1.2075022741913823e-05,1.819482426052499e-88
1.2077145901918073e-05,1.8194824260360395e-88
1.2079269435239086e-05,1.819482426019577e-88
1.20813933419425e-05,1.819482426003112e-88
1.2083517622093972e-05,1.8194824259866438e-88
1.2085642275759164e-05,1.8194824259701726e-88
1.208776730300375e-05,1.819482425953699e-88
1.2089892703893416e-05,1.819482425937222e-88
1.2092018478493862e-05,1.8194824259207423e-88
1.2094144626870797e-05,1.8194824259042597e-88
1.2096271149089946e-05,1.8194824258877743e-88
1.2098398045217035e-05,1.8194824258712858e-88
1.2100525315317814e-05,1.8194824258547942e-88
1.2102652959458035e-05,1.8194824258383002e-88
1.210478097770347e-05,1.8194824258218033e-88
1.2106909370119895e-05,1.819482425805303e-88
1.2109038136773103e-05,1.8194824257888e-88
1.2111167277728895e-05,1.8194824257722946e-88
1.2113296793053085e-05,1.8194824257557857e-88
1.2115426682811497e-05,1.8194824257392738e-88
1.2117556947069973e-05,1.8194824257227597e-88
1.2119687585894356e-05,1.8194824257062421e-88
1.2121818599350509e-05,1.8194824256897216e-88
1.2123949987504302e-05,1.8194824256731985e-88
1.2126081750421618e-05,1.8194824256566726e-88
1.2128213888168358e-05,1.8194824256401434e-88
1.2130346400810421e-05,1.8194824256236116e-88
1.213247928841373e-05,1.8194824256070768e-88
1.2134612551044211e-05,1.8194824255905387e-88
1.2136746188767809e-05,1.819482425573998e-88
1.2138880201650473e-05,1.8194824255574545e-88
1.2141014589758171e-05,1.819482425540908e-88
1.2143149353156875e-05,1.8194824255243587e-88
1.214528449191258e-05,1.8194824255078063e-88
1.2147420006091276e-05,1.819482425491251e-88
1.2149555895758982e-05,1.8194824254746932e-88
1.2151692160981716e-05,1.819482425458132e-88
1.215382880182551e-05,1.819482425441568e-88
1.2155965818356418e-05,1.819482425425001e-88
1.2158103210640488e-05,1.8194824254084314e-88
1.2160240978743794e-05,1.8194824253918587e-88
1.2162379122732416e-05,1.819482425375283e-88
1.2164517642672447e-05,1.8194824253587045e-88
1.216665653862999e-05,1.819482425342123e-88
1.2168795810671159e-05,1.819482425325539e-88
1.2170935458862082e-05,1.8194824253089516e-88
1.2173075483268899e-05,1.8194824252923613e-88
1.2175215883957757e-05,1.8194824252757681e-88
1.2177356660994821e-05,1.8194824252591722e-88
1.2179497814446264e-05,1.8194824252425732e-88
1.218163934437827e-05,1.8194824252259712e-88
1.2183781250857039e-05,1.8194824252093666e-88
1.2185923533948775e-05,1.819482425192759e-88
1.2188066193719701e-05,1.8194824251761483e-88
1.219020923023605e-05,1.8194824251595348e-88
1.2192352643564062e-05,1.8194824251429182e-88
1.2194496433769993e-05,1.8194824251262988e-88
1.219664060092011e-05,1.8194824251096767e-88
1.2198785145080696e-05,1.8194824250930515e-88
1.2200930066318032e-05,1.8194824250764232e-88
1.2203075364698425e-05,1.819482425059792e-88
1.2205221040288189e-05,1.8194824250431582e-88
1.2207367093153647e-05,1.8194824250265213e-88
1.2209513523361139e-05,1.8194824250098815e-88
1.2211660330977009e-05,1.8194824249932387e-88
1.2213807516067617e-05,1.819482424976593e-88
1.2215955078699339e-05,1.8194824249599445e-88
1.2218103018938555e-05,1.8194824249432928e-88
1.2220251336851659e-05,1.8194824249266385e-88
1.222240003250506e-05,1.819482424909981e-88
1.2224549105965179e-05,1.8194824248933206e-88
1.2226698557298438e-05,1.8194824248766574e-88
1.2228848386571285e-05,1.819482424859991e-88
1.2230998593850174e-05,1.8194824248433218e-88
1.2233149179201565e-05,1.81948242482665e-88
1.223530014269194e-05,1.8194824248099748e-88
1.2237451484387783e-05,1.819482424793297e-88
1.2239603204355601e-05,1.819482424776616e-88
1.2241755302661896e-05,1.8194824247599323e-88
1.2243907779373198e-05,1.8194824247432454e-88
1.2246060634556042e-05,1.819482424726556e-88
1.2248213868276974e-05,1.8194824247098633e-88
1.225036748060255e-05,1.8194824246931677e-88
1.2252521471599347e-05,1.8194824246764697e-88
1.2254675841333938e-05,1.819482424659768e-88
1.2256830589872924e-05,1.8194824246430638e-88
1.225898571728291e-05,1.8194824246263563e-88
1.2261141223630509e-05,1.8194824246096465e-88
1.226329710898235e-05,1.8194824245929334e-88
1.2265453373405079e-05,1.819482424576217e-88
1.2267610016965341e-05,1.819482424559498e-88
1.226976703972981e-05,1.819482424542776e-88
1.2271924441765152e-05,1.819482424526051e-88
1.2274082223138057e-05,1.8194824245093234e-88
1.2276240383915228e-05,1.8194824244925924e-88
1.2278398924163371e-05,1.8194824244758586e-88
1.2280557843949212e-05,1.819482424459122e-88
1.2282717143339486e-05,1.8194824244423827e-88
1.2284876822400935e-05,1.81948242442564e-88
1.2287036881200321e-05,1.8194824244088945e-88
1.2289197319804412e-05,1.8194824243921463e-88
1.2291358138279988e-05,1.8194824243753946e-88
1.2293519336693842e-05,1.8194824243586402e-88
1.2295680915112783e-05,1.8194824243418833e-88
1.2297842873603626e-05,1.8194824243251227e-88
1.2300005212233195e-05,1.8194824243083596e-88
1.2302167931068333e-05,1.8194824242915935e-88
1.2304331030175894e-05,1.8194824242748246e-88
1.230649450962274e-05,1.8194824242580526e-88
1.2308658369475742e-05,1.8194824242412775e-88
1.2310822609801795e-05,1.8194824242244994e-88
1.2312987230667793e-05,1.8194824242077187e-88
1.2315152232140647e-05,1.819482424190935e-88
1.2317317614287277e-05,1.8194824241741482e-88
1.2319483377174625e-05,1.8194824241573583e-88
1.232164952086963e-05,1.8194824241405657e-88
1.232381604543925e-05,1.81948242412377e-88
1.2325982950950455e-05,1.8194824241069715e-88
1.2328150237470232e-05,1.81948242409017e-88
1.2330317905065564e-05,1.8194824240733655e-88
1.2332485953803464e-05,1.819482424056558e-88
1.2334654383750945e-05,1.8194824240397476e-88
1.2336823194975036e-05,1.8194824240229343e-88
1.2338992387542776e-05,1.8194824240061182e-88
1.234116196152122e-05,1.8194824239892987e-88
1.234333191697743e-05,1.8194824239724765e-88
1.234550225397848e-05,1.8194824239556515e-88
1.2347672972591459e-05,1.819482423938823e-88
1.2349844072883465e-05,1.819482423921992e-88
1.2352015554921612e-05,1.8194824239051583e-88
1.2354187418773015e-05,1.819482423888321e-88
1.235635966450482e-05,1.8194824238714812e-88
1.2358532292184164e-05,1.819482423854638e-88
1.2360705301878208e-05,1.819482423837792e-88
1.2362878693654122e-05,1.8194824238209433e-88
1.236505246757909e-05,1.8194824238040912e-88
1.2367226623720302e-05,1.819482423787237e-88
1.2369401162144966e-05,1.8194824237703787e-88
1.2371576082920295e-05,1.8194824237535185e-88
1.2373751386113522e-05,1.8194824237366547e-88
1.237592707179189e-05,1.8194824237197878e-88
1.2378103140022645e-05,1.8194824237029184e-88
1.2380279590873055e-05,1.819482423686046e-88
1.2382456424410397e-05,1.8194824236691702e-88
1.2384633640701959e-05,1.8194824236522919e-88
1.2386811239815037e-05,1.8194824236354102e-88
1.238898922181695e-05,1.8194824236185257e-88
1.2391167586775017e-05,1.8194824236016382e-88
1.2393346334756573e-05,1.819482423584748e-88
1.2395525465828968e-05,1.8194824235678545e-88
1.2397704980059557e-05,1.8194824235509583e-88
1.2399884877515714e-05,1.819482423534059e-88
1.2402065158264822e-05,1.8194824235171568e-88
1.2404245822374275e-05,1.8194824235002516e-88
1.240642686991148e-05,1.8194824234833432e-88
1.2408608300943854e-05,1.8194824234664322e-88
1.241079011553883e-05,1.8194824234495182e-88
1.2412972313763846e-05,1.819482423432601e-88
1.241515489568636e-05,1.819482423415681e-88
1.2417337861373833e-05,1.8194824233987577e-88
1.2419521210893751e-05,1.8194824233818316e-88
1.2421704944313593e-05,1.8194824233649025e-88
1.242388906170087e-05,1.8194824233479706e-88
1.2426073563123086e-05,1.8194824233310354e-88
1.2428258448647776e-05,1.8194824233140976e-88
1.2430443718342467e-05,1.8194824232971568e-88
1.2432629372274717e-05,1.8194824232802126e-88
1.2434815410512081e-05,1.8194824232632657e-88
1.2437001833122134e-05,1.819482423246316e-88
1.2439188640172458e-05,1.819482423229363e-88
1.2441375831730654e-05,1.8194824232124072e-88
1.2443563407864327e-05,1.8194824231954485e-88
1.2445751368641096e-05,1.8194824231784865e-88
1.2447939714128599e-05,1.8194824231615216e-88
1.2450128444394472e-05,1.819482423144554e-88
1.2452317559506374e-05,1.8194824231275833e-88
1.2454507059531978e-05,1.8194824231106096e-88
1.2456696944538955e-05,1.819482423093633e-88
1.2458887214595002e-05,1.8194824230766532e-88
1.246107786976782e-05,1.8194824230596705e-88
1.2463268910125127e-05,1.819482423042685e-88
1.2465460335734648e-05,1.8194824230256962e-88
1.2467652146664122e-05,1.8194824230087046e-88
1.2469844342981302e-05,1.81948242299171e-88
1.2472036924753952e-05,1.819482422974712e-88
1.2474229892049842e-05,1.8194824229577116e-88
1.2476423244936762e-05,1.819482422940708e-88
1.2478616983482511e-05,1.8194824229237013e-88
1.2480811107754901e-05,1.8194824229066918e-88
1.248300561782175e-05,1.819482422889679e-88
1.2485200513750897e-05,1.8194824228726637e-88
1.2487395795610185e-05,1.819482422855645e-88
1.2489591463467476e-05,1.8194824228386235e-88
1.249178751739064e-05,1.8194824228215993e-88
1.2493983957447554e-05,1.8194824228045714e-88
1.2496180783706116e-05,1.8194824227875412e-88
1.2498377996234234e-05,1.8194824227705075e-88
1.2500575595099823e-05,1.819482422753471e-88
1.2502773580370815e-05,1.8194824227364313e-88
1.250497195211515e-05,1.8194824227193887e-88
1.2507170710400784e-05,1.8194824227023435e-88
1.250936985529568e-05,1.819482422685295e-88
1.2511569386867819e-05,1.8194824226682433e-88
1.2513769305185187e-05,1.8194824226511887e-88
1.2515969610315787e-05,1.8194824226341312e-88
1.2518170302327637e-05,1.8194824226170706e-88
1.252037138128876e-05,1.8194824226000073e-88
1.252257284726719e-05,1.819482422582941e-88
1.2524774700330979e-05,1.8194824225658712e-88
1.252697694054819e-05,1.819482422548799e-88
1.2529179567986894e-05,1.8194824225317233e-88
1.253138258271518e-05,1.819482422514645e-88
1.2533585984801139e-05,1.8194824224975634e-88
1.2535789774312888e-05,1.819482422480479e-88
1.2537993951318543e-05,1.8194824224633913e-88
1.2540198515886242e-05,1.8194824224463006e-88
1.2542403468084125e-05,1.8194824224292072e-88
1.2544608807980353e-05,1.819482422412111e-88
1.254681453564309e-05,1.8194824223950113e-88
1.2549020651140526e-05,1.819482422377909e-88
1.2551227154540848e-05,1.8194824223608032e-88
1.2553434045912263e-05,1.8194824223436946e-88
1.2555641325322988e-05,1.819482422326583e-88
1.2557848992841253e-05,1.8194824223094684e-88
1.2560057048535299e-05,1.8194824222923506e-88
1.2562265492473376e-05,1.81948242227523e-88
1.2564474324723753e-05,1.8194824222581065e-88
1.2566683545354705e-05,1.8194824222409798e-88
1.2568893154434525e-05,1.8194824222238503e-88
1.2571103152031512e-05,1.8194824222067178e-88
1.2573313538213977e-05,1.8194824221895822e-88
1.2575524313050249e-05,1.8194824221724433e-88
1.257773547660866e-05,1.8194824221553018e-88
1.2579947028957568e-05,1.819482422138157e-88
1.2582158970165325e-05,1.8194824221210094e-88
1.2584371300300309e-05,1.8194824221038587e-88
1.2586584019430906e-05,1.819482422086705e-88
1.2588797127625513e-05,1.8194824220695482e-88
1.2591010624952534e-05,1.8194824220523883e-88
1.2593224511480399e-05,1.8194824220352256e-88
1.2595438787277536e-05,1.81948242201806e-88
1.2597653452412392e-05,1.8194824220008908e-88
1.2599868506953426e-05,1.819482421983719e-88
1.2602083950969105e-05,1.8194824219665442e-88
1.2604299784527914e-05,1.8194824219493665e-88
1.2606516007698341e-05,1.8194824219321854e-88
1.2608732620548896e-05,1.8194824219150012e-88
1.2610949623148096e-05,1.8194824218978146e-88
1.2613167015564472e-05,1.8194824218806246e-88
1.2615384797866561e-05,1.8194824218634318e-88
1.2617602970122923e-05,1.8194824218462356e-88
1.2619821532402122e-05,1.8194824218290367e-88
1.2622040484772732e-05,1.8194824218118346e-88
1.2624259827303348e-05,1.8194824217946293e-88
1.2626479560062572e-05,1.8194824217774214e-88
1.2628699683119015e-05,1.8194824217602102e-88
1.2630920196541303e-05,1.819482421742996e-88
1.2633141100398076e-05,1.8194824217257788e-88
1.2635362394757988e-05,1.8194824217085586e-88
1.2637584079689697e-05,1.8194824216913354e-88
1.2639806155261878e-05,1.819482421674109e-88
1.2642028621543217e-05,1.8194824216568798e-88
1.2644251478602414e-05,1.8194824216396473e-88
1.264647472650818e-05,1.8194824216224118e-88
1.264869836532924e-05,1.8194824216051735e-88
1.2650922395134324e-05,1.8194824215879322e-88
1.2653146815992178e-05,1.8194824215706877e-88
1.2655371627971568e-05,1.8194824215534405e-88
1.265759683114126e-05,1.8194824215361897e-88
1.2659822425570041e-05,1.8194824215189363e-88
1.2662048411326702e-05,1.81948242150168e-88
1.2664274788480056e-05,1.81948242148442e-88
1.2666501557098915e-05,1.8194824214671575e-88
1.2668728717252117e-05,1.8194824214498916e-88
1.2670956269008502e-05,1.819482421432623e-88
1.2673184212436931e-05,1.819482421415351e-88
1.2675412547606265e-05,1.8194824213980765e-88
1.2677641274585387e-05,1.8194824213807986e-88
1.2679870393443192e-05,1.8194824213635176e-88
1.2682099904248582e-05,1.819482421346234e-88
1.2684329807070474e-05,1.819482421328947e-88
1.2686560101977795e-05,1.8194824213116568e-88
1.2688790789039487e-05,1.8194824212943638e-88
1.2691021868324503e-05,1.8194824212770678e-88
1.2693253339901805e-05,1.8194824212597687e-88
1.2695485203840376e-05,1.8194824212424665e-88
1.2697717460209199e-05,1.8194824212251612e-88
1.269995010907728e-05,1.819482421207853e-88
1.270218315051363e-05,1.8194824211905417e-88
1.2704416584587273e-05,1.8194824211732273e-88
1.270665041136725e-05,1.8194824211559103e-88
1.2708884630922609e-05,1.8194824211385897e-88
1.2711119243322413e-05,1.8194824211212663e-88
1.2713354248635736e-05,1.8194824211039395e-88
1.2715589646931661e-05,1.81948242108661e-88
1.2717825438279293e-05,1.8194824210692776e-88
1.2720061622747737e-05,1.8194824210519417e-88
1.2722298200406118e-05,1.8194824210346032e-88
1.272453517132357e-05,1.8194824210172614e-88
1.272677253556924e-05,1.8194824209999168e-88
1.2729010293212288e-05,1.8194824209825685e-88
1.2731248444321885e-05,1.8194824209652178e-88
1.2733486988967213e-05,1.819482420947864e-88
1.2735725927217473e-05,1.819482420930507e-88
1.2737965259141866e-05,1.8194824209131468e-88
1.2740204984809617e-05,1.8194824208957838e-88
1.2742445104289954e-05,1.8194824208784174e-88
1.2744685617652126e-05,1.8194824208610486e-88
1.2746926524965384e-05,1.8194824208436763e-88
1.2749167826299002e-05,1.8194824208263007e-88
1.2751409521722259e-05,1.8194824208089224e-88
1.2753651611304444e-05,1.819482420791541e-88
1.275589409511487e-05,1.8194824207741564e-88
1.275813697322285e-05,1.819482420756769e-88
1.276038024569771e-05,1.8194824207393782e-88
1.2762623912608801e-05,1.8194824207219847e-88
1.2764867974025468e-05,1.8194824207045882e-88
1.2767112430017083e-05,1.819482420687188e-88
1.2769357280653024e-05,1.8194824206697857e-88
1.2771602526002678e-05,1.8194824206523794e-88
1.277384816613545e-05,1.8194824206349706e-88
1.2776094201120755e-05,1.8194824206175585e-88
1.2778340631028018e-05,1.8194824206001435e-88
1.2780587455926685e-05,1.8194824205827253e-88
1.27828346758862e-05,1.819482420565304e-88
1.278508229097603e-05,1.8194824205478798e-88
1.278733030126565e-05,1.8194824205304528e-88
1.2789578706824553e-05,1.8194824205130223e-88
1.2791827507722234e-05,1.8194824204955887e-88
1.2794076704028206e-05,1.819482420478152e-88
1.2796326295811995e-05,1.8194824204607125e-88
1.2798576283143142e-05,1.81948242044327e-88
1.280082666609119e-05,1.8194824204258243e-88
1.2803077444725704e-05,1.8194824204083753e-88
1.2805328619116255e-05,1.8194824203909233e-88
1.2807580189332434e-05,1.8194824203734687e-88
1.2809832155443837e-05,1.8194824203560105e-88
1.2812084517520075e-05,1.8194824203385498e-88
1.281433727563077e-05,1.8194824203210855e-88
1.2816590429845556e-05,1.819482420303618e-88
1.281884398023408e-05,1.8194824202861482e-88
1.2821097926866004e-05,1.8194824202686747e-88
1.2823352269811e-05,1.8194824202511984e-88
1.2825607009138747e-05,1.8194824202337187e-88
1.2827862144918949e-05,1.8194824202162362e-88
1.2830117677221308e-05,1.8194824201987507e-88
1.283237360611555e-05,1.8194824201812618e-88
1.2834629931671402e-05,1.81948242016377e-88
1.2836886653958613e-05,1.8194824201462751e-88
1.2839143773046942e-05,1.8194824201287773e-88
1.2841401289006154e-05,1.819482420111276e-88
